Timestamp,Age,Gender,Occupation,Home State,Language,School (If college student),Program enrolled,Factors affecting mental health,Areas of mental health concerns,"Escape Hours: Your Safe Space
A place where little things bring you peace, joy, comfort, helps to recharge, and find happiness.",What's your mental health status?,How would you scale your sensitivity?,"If you鈥檙e not feeling happy, or if you鈥檙e feeling low, what do you think is the biggest key reason behind it?","When you鈥檙e going through tough moments, what kind of comfort or support do you wish for from others?","Have you ever consulted a doctor that you鈥檙e dealing with a mental health issue? If yes, did you take help of medication or professional guidance?",How did you look after yourself and your mental health?,What do you feel now or what's your point of view about life when you have overcome your depressed phase?,If you have faced panic attacks/anxiety attack/other depression symptoms how you have faced it?,Do you find it easy to share your emotions and feelings with others?,If you have used AI platforms to share breakdown moments how did it respond?,"Compared to talking with friends, family, or professionals, how effective do you find AI in providing mental health support?","To what extent do you find AI helpful in managing stress, anxiety, or overall mental health?","If you have experienced bias in AI responses (e.g., stereotypes, insensitive replies based on your gender), please describe it briefly.",What improvement/what way AI should have responded to reach your emotions and thoughts?,Few words you would like to share which might help and encourage others
2025/11/02 8:41:26 pm GMT+5:30,19,Female,Student,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH CIVIL ENGINEERING,Societal culture and discrimination,Depression;Anxiety / Panic attacks;Stress,College friends,1,5,Feeling low cause here in my state the culture is totally messed up especially problematic for girls,giving me freedom to live and do whatever I want,Consulted doctor and took help of medication,talking with close friends,Not everyone gets what they want,walking or making myself busy in doing something,No,Neutral,Somewhat effective,Extremely helpful,not yet,knowing about different culture in India and respond accordingly,Keep it up until you get success
2025/11/02 9:13:19 pm GMT+5:30,21,Male,Student,Delhi,Hindi,SCHOOL OF BUSINESS,BBA,Overthinking/isolation/self-worth struggles,Loneliness;Phobias,listening songs,1,5,feeling worse cause of less sleeping,seeking help for reducing stress,Consulted doctor and took help of medication,just by sleeping,life goes on no matter what I am going through,listening songs and spending times with close ones,No,Very positively,Somewhat effective,Somewhat helpful,yes somewhere I felt AI like siri alexa do this gender baisness while responding,remove gender biasness,Keep going on and focus on yourself
2025/11/02 9:32:50 pm GMT+5:30,22,Male,Student,Assam,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Religious and cultural traditions,Anxiety / Panic attacks;Self harm tendencies;Low self esteem/motivation,Family,1,5,Feeling low cause society judges me for being muslim not hindu,motivation,No,believing in myself more,people who judge you actually insecure about themselves,taking deep breathe or deep sleep,No,Positively,Much more effective,Somewhat helpful,Ya as being a boy I will say AI respond more carefully for girls,respond accurately after realizing the situation properly and remove gender biasness,don't let people change your mind by judging you
2025/11/03 2:42:56 pm GMT+5:30,22,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles;Unequal freedom in choosing career paths;Overthinking/isolation/self-worth struggles,Depression;Self harm tendencies,My room,2,3,Failure,Sympathy and Suggestions,Consulted doctor and took help of medication,Yoga and being separated,Good ok ok,"Pills ,sleep, escaping everything ",No,Neutral,Somewhat effective,Neutral,Yes,Being answer with logic,It should improve by thoughts
2025/11/03 2:48:20 pm GMT+5:30,20,Male,Student,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic,Low self esteem/motivation,With family and friends,7,2,Academic stress,Nothing,No,I didn't care about it,I don't feel anything,Just sleep,Maybe,Neutral,Less effective,Neutral,No,No,No
2025/11/03 2:48:48 pm GMT+5:30,20,Male,Student,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic,Stress;Anger,Garden,7,1,Academic Stress,Nothing,No,I Don't Care,I've never been depressed,I've never faced panic or anxiety attack,Maybe,Positively,Less effective,Not at all helpful,Never,Nothing,Be Positive
2025/11/03 2:51:23 pm GMT+5:30,19,Male,Student,Bihar,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRICAL ENGINEERING,Work,Sleep issues,my friends,3,2,My College,I need to get out of the shit ass college,No,Gym,I wanna get rid of the college that's all,I sleep,No,Very negatively,Much Less effective,Not at all helpful,Ai sucks,Ai cannot replace humans so stfu,Get out of your college man that's all
2025/11/03 2:52:03 pm GMT+5:30,20,Male,Student,West Bengal,Hindi,SCHOOL OF BUSINESS,BBA,Academic;Friendship/social circles;Financial independence;Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Sleep issues;Loneliness;Post traumatic stress disorder,My Room,1,5,Academic stress,Emotional support,No,Traveling,I don't think I have overcome,Calmly,No,Neutral,Much Less effective,Not at all helpful,Provide logical support instead of emotional support,Should provide more emotional support,Always choose things which make you happy
2025/11/03 2:53:23 pm GMT+5:30,20,Male,Undergraduate,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Love/Relationship,Depression,Home,1,1,Depression,Support,No,Nothing,Anxiety,Yes,Maybe,Positively,Somewhat effective,Somewhat helpful,Xxx,Xxx,Xnxx
2025/11/03 2:53:27 pm GMT+5:30,20,Female,Student,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Physical appearance;Societal culture and discrimination;Religious and cultural traditions;Media or social representation;Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Sleep issues;Loneliness;Low self esteem/motivation;Anger,Home,6,4,Academic validation,Emotional validation,Consulted doctor but didn't take medication help,Usually by sharing with ChatGPT,I felt really good,"I can't talk about, I'm not comfortable ",Maybe,Neutral,Somewhat effective,Somewhat helpful,I think I need more emotional care,More humanly,Live your life to the fullest
2025/11/03 2:55:59 pm GMT+5:30,18,Male,student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRICAL ENGINEERING,Academic;Love/Relationship;Friendship/social circles;Financial independence;Overthinking/isolation/self-worth struggles;Work,Stress;Obsessive compulsive disorder (OCD),music,5,3,when not with family and friends,nothing,No,good,keep it up,no,Maybe,Neutral,Much Less effective,Not at all helpful,no,doesn't imply much human feeling,no
2025/11/03 2:59:50 pm GMT+5:30,19,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic;Physical appearance;Societal culture and discrimination;Financial independence;Overthinking/isolation/self-worth struggles;Work,Anxiety / Panic attacks;Stress;Loneliness;Anger;Obsessive compulsive disorder (OCD),Home town,6,2,"A long vacation,","Web series, anime, movie ",No,I think it's obvious,It's enjoyable,Try to escape from reality,Maybe,Positively,Less effective,Somewhat helpful,No,I don't think AI can take human responsibility,Make connections with friends and family more stable
2025/11/03 3:54:25 pm GMT+5:30,19,Male,Student,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Academic;Love/Relationship;Friendship/social circles;Physical appearance;Financial independence,Anxiety / Panic attacks;Stress;Sleep issues;Anger,Hanging out with friends,7,3,I don't know,I don't think soo I need any kind of support from anyone,No,Nothing I guess,I haven't feel anything like that,I haven't gone through such a situation,Maybe,Negatively,Much Less effective,Not at all helpful,"Insensitive reply, it gives more logical, practical ans which is not helpful at all",It should have trained better,I cannot say
2025/11/03 3:56:40 pm GMT+5:30,30,Female,Housewife,Bihar,Hindi,Others,Others,Family;Health issues,Depression;Stress,My Garden,4,4,No being understand,Emotional support,No,By cooking and gardeniang,Not bad,I don't know,No,Neutral,Much Less effective,Not at all helpful,I don't know can't say,Should reply more emotionally,Enjoy day to day life as much as possible
2025/11/03 3:58:16 pm GMT+5:30,19,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Academic;Family;Health issues;Physical appearance;Financial independence;Media or social representation;Negative experiences (bully/harrasment);Overthinking/isolation/self-worth struggles,Depression;Stress;Self harm tendencies;Sleep issues;Anger,Eco park,3,5,Stress,Faithful type,No,I don't know about it till now,It's become very easy..,No,Maybe,Neutral,Less effective,Somewhat helpful,Nothing,Nothing,Stay happy
2025/11/03 4:09:02 pm GMT+5:30,19,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Health issues;Overthinking/isolation/self-worth struggles,Stress,My room,5,4,My upset stomach.,I need to finish my pending works from college,No,Sometimes,I feel relaxed and stress free,I haven't faced any panic attack,Maybe,Positively,Much more effective,Somewhat helpful,Got some good advice,Ai advice helps me sometimes to overcome my stress.,Yess
2025/11/03 5:44:46 pm GMT+5:30,45,Female,Housewife,Delhi,Hindi,Not applicable,Not applicable,Family;Love/Relationship;Health issues;Physical appearance;Sexuality and identity;Societal culture and discrimination;Double standards in freedom,Anxiety / Panic attacks;Stress;Anger;Obsessive compulsive disorder (OCD);Post traumatic stress disorder,No where to be found ig,7,3,Being a dependent woman,I crave extra attention,No,I doesn't get time to notice,"I don't think so, I've overcome my depressed phase. Everyday is another traumatic day for me","I feel restless, uneasy",No,Neutral,Much Less effective,Not very helpful,I have never shared with AI,I'll know when I'll use ai,How am I supposed to encourage other when I myself need encouragement
2025/11/03 5:46:42 pm GMT+5:30,29,Lesbian,Teacher,Goa,Hindi,Not applicable,Not applicable,Love/Relationship;Sexuality and identity;Double standards in freedom;Work,Depression;Anxiety / Panic attacks;Stress;Loneliness;Anger,Club,4,4,Love,Emotional,No,I don't know,I don't know,I don't know,Maybe,Neutral,Less effective,Not very helpful,I never noticed,Give more emotional solution rather than logical solution,Just go with the flow
2025/11/03 5:50:50 pm GMT+5:30,18,Female,Student,West Bengal,Hindi,Not applicable,Not applicable,Love/Relationship;Overthinking/isolation/self-worth struggles,Anxiety / Panic attacks;Sleep issues;Loneliness,At my boyfriend's arm,5,5,Lack of attention from my boyfriend and his irresponsible nature towards me,"I only want him, only him",No,I don't know,I don't think so I've overcome this phase,Usually I cry a lot and took my frustration on someone I love,Yes,Neutral,Much Less effective,Not at all helpful,"To me it has responded in a very good way, the emotional stability I want from my man is provided by ai.",I don't think so it needs any improvement,Life is too short to worry about silly things just go with the flow
2025/11/03 6:16:57 pm GMT+5:30,20,Male,Student,Delhi,Hindi,Not applicable,B.A.LLB(HONS),Academic;Family;Love/Relationship;Friendship/social circles;Sexuality and identity;Financial independence;Work,Stress;Sleep issues;Loneliness;Anger;Obsessive compulsive disorder (OCD),No place,8,3,Love life,Maybe hanging out with my boys,No,By doing workout,Idk,I do not express myself that much but my girlfriend understands me and try to pamper me,Yes,Very negatively,Less effective,Not very helpful,"Stereotypes, they think we can handle situations perfectly but they don't know how much emotional care we need too",Gender discrimination must be improved,Idk
2025/11/03 6:22:59 pm GMT+5:30,25,Male,Business man,Gujarat,Gujarati,Not applicable,Not applicable,Family;Love/Relationship,Low self esteem/motivation;Phobias;Anger,My mother is my safe place,8,2,Lack of financial stability,Hugs and kisses,Consulted doctor and took help of medication,My mother handles me,I think life is to short to overthink about so many illogical things,I would prefer not to say,Maybe,Negatively,Less effective,Not at all helpful,"I feel like they are trained in such a way they they think we're superior than women and we are born strong so AI usually gives me a very offensive response for example, something like you're a man and toh cannot be so emotional etc",They must treat both of them equally because both the gender needs equal amount of support and care,Don't overshare things with everyone so easily
2025/11/03 6:46:27 pm GMT+5:30,22,Male,Student,West Bengal,Bengali,Others,B. TECH (COMPUTER SCIENCE ENGINEERING & BUSINESS SYSTEMS),Academic;Overthinking/isolation/self-worth struggles,Depression;Sleep issues;Loneliness,My room,5,5,Academic pressure,I just want them to understand me..not judge me,No,Nothing.. to be honest....Just become a machine & going with the academic flow,If I can overcome this phase....Life would be beautiful again,I often face it when I sit for exam...First 5-10 minutes  I remain blank,No,Positively,Less effective,Not very helpful,No I haven鈥檛 faced such situation till now,More effectively,The world should do something that do help the introverts to exprees themselves
2025/11/03 7:40:24 pm GMT+5:30,20,Male,Student,West Bengal,Hindi,Not applicable,Not applicable,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Physical appearance;Sexuality and identity;Societal culture and discrimination;Unequal freedom in choosing career paths;Double standards in freedom;Financial independence;Media or social representation;Negative experiences (bully/harrasment);Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Sleep issues;Low self esteem/motivation;Anger,Gym,2,4,"Financial condition, academics ",Just genuine compassion,No,Just going along with whatever is happening,"I haven't overcome that phase yet, instead it is getting worse",Just laying down,No,Positively,Much more effective,Neutral,Nothing of that sort,"It responded as it should have, it's ai not human, it doesn't have feelings ","Just keep going, yeah you might not win every time, but regardless of what you feel keep going, because in the end either you'll make or break yourself, nothing in between. I won't sugarcoat, success isn't always guaranteed, sometimes people keep struggling all their lives without a positive outcome."
2025/11/03 7:43:12 pm GMT+5:30,20,Male,STUDENT,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH ELECTRONICS AND COMMUNICATION ENGINEERING,Overthinking/isolation/self-worth struggles,Sleep issues,Gym,8,2,Inconsistency and lack of sleep,Consolation and communication,No,Meditation and workout,Just live you life with all energy and less stress,No,Yes,Positively,Same,Neutral,No...I have never experienced,Giving consolation and hyping,The life is about fun...spend it with less stress and be happy
